Band,Album,Genres,Score
Asphyx,Necroceros Review,Death Metal,3.5
Need,Norchestrion: A Song for the End Review,Progressive Metal,3.5
Stellar Death,Fragments of Light Review,"Ambient Metal, Instrumental Metal, Post-Metal",3.5
Wombbath,Tales of Madness Review,Death Metal,3.5
Depravity,Grand Malevolence Review,Death Metal,3.5
Iron Mask,Master of Masters Review,Power Metal,3.5
Undergang,Aldrig i livet Review,Death Metal,3.5
Eleine,Dancing in Hell Review,Symphonic Metal,3.5
Dawnwalker,Ages Review,"Death Metal, Folk Metal, Post-Metal, Progressive Metal",3.5
Panychida,Gabreta Aeterna Review,Black Metal,3.5
Empress,Wait ‘Til Night Review,"Doom Metal, Post-Metal",3.5
Tombs,Under Sullen Skies Review,"Black Metal, Hardcore, Sludge",3.5
Soulburn,Noa’s D’ark Review,"Black Metal, Death Metal, Doom Metal",3.5
Eternal Champion,Ravening Iron Review,"Epic Metal, Heavy Metal",3.5
Megaton Sword,Blood Hails Steel – Steel Hails Fire Review,"Epic Metal, Heavy Metal",3.5
Countless Skies,Glow Review,"Melodic Death Metal, Progressive Metal",3.5
Decembre Noir,The Renaissance of Hope Review,"Death Metal, Doom Metal",3.5
Pyramaze,Epitaph Review,"Heavy Metal, Progressive Metal",3.5
Of Feather and Bone,Sulfuric Disintegration Review,Death Metal,3.5
Ezkaton/Solitude.m,Campfire of None [Split] Review,Black Metal,3.5
Sólstafir,Endless Twilight of Co-Dependent Love Review,Post-Metal,3.5
Ba’al,Ellipsism Review,"Black Metal, Post-Metal",3.5
Auðn,Vökudraumsins Fangi Review,"Atmospheric Black Metal, Black Metal",3.5
Stälker,Black Majik Terror Review,Speed Metal,3.5
Undeath,Lesions of a Different Kind Review,Death Metal,3.5
Celestial Season,The Secret Teachings Review,"Death Metal, Doom Metal",3.5
Mors Principium Est,Seven Review,Melodic Death Metal,3.5
Aphonic Threnody,The Great Hatred Review,"Death Metal, Doom Metal",3.5
Lord Almighty,Wither Review,Black Metal,3.5
Molassess,Through the Hollow Review,"Occult Rock, Psychedelic Rock",3.5
Wayfarer,A Romance with Violence Review,,3.5
Wreck-Defy,Powers That Be Review,Thrash Metal,3.5
Crippled Black Phoenix,Ellengæst Review,Progressive Rock,3.5
Gorephilia,In the Eye of Nothing Review,Death Metal,3.5
Onirik,The Fire Cult Beyond Eternity Review,Black Metal,3.5
Neànder,eremit Review,"Doom Metal, Post-Metal",3.5
Lik,Misanthropic Breed Review,Death Metal,3.5
Rise to the Sky,Death Will Not Keep Us Apart,Doom Metal,3.5
Empress,Premonition Review,"Post-Metal, Progressive Metal, Sludge",3.5
Sacred Outcry,Damned for All Time Review,Power Metal,3.5
Amiensus,Abreaction Review,,3.5
Skeletoon,Nemesis Review,Power Metal,3.5
B R I Q U E V I L L E,Quelle Review,"Instrumental Metal, Post-Metal",3.5
Second to Sun,Leviathan Review,"Black Metal, Death Metal",3.5
Vous Autres,Sel de Pierre Review,Black Metal,3.5
The Reticent,The Oubliette Review,Progressive Metal,3.5
Ayreon,Transitus Review,"Power Metal, Progressive Metal, Progressive Rock",3.5
Dynfari,Myrkurs er þörf Review,Post-Metal,3.5
Ambassador,Care Vale Review,"Hard Rock, Post-Metal",3.5
Memories of Old,The Zeramin Game Review,,3.5
Ragehammer,Into Certain Death Review,"Black Metal, Speed Metal",3.5
Finntroll,Vredesvävd Review,,3.5
Plague Years,Circle of Darkness Review,"Hardcore, Thrash Metal",3.5
Hræ,Þar sem skepnur reika Review,Black Metal,3.5
Skeletal Remains,The Entombment of Chaos Review,Death Metal,3.5
The Ocean,Phanerozoic II: Mesozoic | Cenozoic Review,"Post-Hardcore, Progressive Metal",3.5
Carnation,Where Death Lies Review,Death Metal,3.5
Theotoxin,Fragment: Erhabenheit Review,"Black Metal, Death Metal",3.5
Cult of Lilith,Mara,"Death Metal, Deathcore, Progressive Metal",3.5
Eave,Phantoms Made Permanent Review,,3.5
Thurisaz,Re-Incentive Review,Atmospheric Black Metal,3.5
Dunwich,Tail-Tied Hearts Review,"Doom Metal, Gothic Metal",3.5
Idolatria,Tetrabestiarchy Review,"Black Metal, Blackened Death Metal, Death Metal",3.5
Venomous Concept,Politics Versus the Erection Review,Grind,3.5
Duma,Duma Review,"Drone, Electronic, Electronic Metal, Experimental Metal, Grind, Non-metal Metal Things",3.5
Aleynmord,The Blinding Light Review,Black Metal,3.5
The Atomic Bitchwax,Scorpio Review,"Hard Rock, Stoner Metal",3.5
Almanac,"A Discographic Review [Tsar (2016), Kingslayer (2017) and Rush of Death (2020)]","Power Metal, Symphonic Metal, Thrash Metal",3.5
Wills Dissolve,Echoes Review and Album Premiere,"Death Metal, Progressive Metal",3.5
The Devil’s Trade,The Call of the Iron Peak,Folk,3.5
Unleash the Archers,Abyss Review,Power Metal,3.5
Bedsore,Hypnagogic Hallucinations Review,Death Metal,3.5
Prosanctus Inferi,Hypnotic Blood Art Review,"Black Metal, Death Metal",3.5
Self Hypnosis,Contagion of Despair Review,"Doom Metal, Stoner Metal",3.5
Siege Column,Darkside Legions Review,"Black Metal, Death Metal",3.5
Ov Shadows,I Djävulens Avbild Review,"Atmospheric Black Metal, Black Metal",3.5
Bear Mace,Charred Field of Slaughter Review,Death Metal,3.5
Bull Elephant,Created From Death Review,"Death Metal, Doom Metal, Progressive Metal",3.5
Nug,Alter Ego Review,Post-Metal,3.5
Black Crown Initiate,Violent Portraits of Doomed Escape Review,"Death Metal, Progressive Death, Progressive Metal",3.5
Rope Sect,The Great Flood Review,,3.5
Lantern,Dimensions Review,Death Metal,3.5
Judicator,Let There Be Nothing Review,"Power Metal, Progressive Metal",3.5
Damnation Angels,Fiber of Our Being Review,"Power Metal, Symphonic Metal",3.5
Dystopia A.D.,Rise of the Merciless Review,"Death Metal, Progressive Metal",3.5
Shezmu,À Travers Les Lambeaux Review,"Black Metal, Blackened Death Metal, Death Metal, Doom Metal",3.5
Drops of Heart,Stargazers Review,"Melodic Death Metal, Metalcore",3.5
Ahtme,Mephitic Review,Technical Death Metal,3.5
GOD,IV – Revelation Review,"Instrumental Metal, Progressive Metal, Technical Death Metal",3.5
Mystras,Castles Conquered and Reclaimed Review,"Black Metal, Folk",3.5
Lonely Robot,Feelings Are Good Review,"Non-metal Metal Things, Progressive Rock",3.5
Convocation,Ashes Coalesce Review,"Death Metal, Doom Metal",3.5
Serene Dark,Enantiodromia Review,"Black Metal, Death Metal",3.5
Devastator,Baptised in Blasphemy Review,"Black Metal, Speed Metal, Thrash Metal",3.5
Aseitas,False Peace Review,Death Metal,3.5
Rebel Wizard,Magickal Mystical Indifference Review,"Black Metal, Heavy Metal",3.5
Ensiferum,Thalassic Review,"Folk Metal, Melodic Death Metal",3.5
Kingnomad,Sagan Om Rymden Review,"Progressive Rock, Psychedelic Rock",3.5
Skeletal,Bitterness and Burning Hatred Review,Death Metal,3.5
DDENT,Couvre-sang Review,"Doom Metal, Instrumental Metal, Post-Metal, Sludge Metal",3.5
Northern Crown,In a Pallid Shadow Review and Album Premiere,"Doom Metal, Heavy Metal, Progressive Metal",3.5
Them Moose Rush,Dancing Maze Review,"Alt-Metal, Progressive Rock",3.5
Serment,"Chante, Ô Flamme de la Liberté Review","Black Metal, Melodic Black Metal",3.5
Threadbare,Silver Dollar Review,"Experimental Metal, Noise",3.5
Pyrrhon,Abscess Time Review,"Death Metal, Experimental Metal",3.5
The Third Kind,Man vs Earth Review,"Hardcore, Thrash Metal",3.5
Airbag,A Day at the Beach Review,Progressive Rock,3.5
Vile Creature,"Glory, Glory! Apathy Took Helm! Review","Black Metal, Doom Metal, Drone",3.5
Operus,Score of Nightmares Review,Symphonic Metal,3.5
Vampire,Rex Review,"Death Metal, Thrash Metal",3.5
Firelink,Firelink Review,"Black Metal, Melodic Black Metal",3.5
Cro-Mags,In the Beginning Review,,3.5
Greyhawk,Keepers of the Flame Review,Heavy Metal,3.5
Esoctrilihum,Eternity of Shaog Review,"Black Metal, Blackened Death Metal, Death Metal",3.5
Obscene,The Inhabitable Dark Review,Death Metal,3.5
Violent Hammer,Riders of the Wasteland Review,"Black Metal, Death Metal",3.5
The Committee,Utopian Deception Review,Black Metal,3.5
Naxen,Towards the Tomb of Times Review,"Atmospheric Black Metal, Black Metal, Doom Metal",3.5
Ormskrik,Ormskrik Review,"Black Metal, Thrash Metal",3.5
Sinister,Deformation of the Holy Realm Review,Death Metal,3.5
Zedi Forder,Isolation (and Zedi Forder Superium – Judgement) Review,"Alt-Metal, Heavy Metal, Progressive Metal",3.5
Pile of Priests,Pile of Priests Review,"Death Metal, Progressive Metal",3.5
Killitorous,The Afterparty Review,Technical Death Metal,3.5
Noctu,Gelidae Mortis Imago Review,"Doom Metal, Funeral Doom",3.5
Bear,Propaganda Review,"Groove Metal, Mathcore, Progressive Metal",3.5
Course of Fate,Mindweaver Review,Progressive Metal,3.5
Paradise Lost,Obsidian Review,Doom Metal,3.5
Firewind,Firewind Review,"Hard Rock, Heavy Metal, Power Metal",3.5
Naglfar,Cerecloth Review,"Black Metal, Melodic Black Metal",3.5
Forming The Void,Reverie Review,Doom Metal,3.5
Secrets of the Moon,Black House Review,Not Metal,3.5
Goden,Beyond Darkness Review,"Death Metal, Doom Metal, Sludge Metal",3.5
Witches Hammer,Damnation is My Salvation Review,Speed Metal,3.5
Witchskull,A Driftwood Cross Review,"Doom Metal, Heavy Metal, Stoner Metal",3.5
Dawn of Ouroboros,The Art of Morphology Review,Blackened Death Metal,3.5
Æther Realm,Redneck Vikings from Hell Review,Melodic Death Metal,3.5
Alkymist,Sanctuary Review,"Doom Metal, Progressive Metal, Sludge Metal",3.5
Shitfucker,Sex with Dead Body Review,"Black Metal, Punk, Thrash Metal",3.5
Blasphamagoatachrist,Bastardizing the Purity Review,"Black Metal, Death Metal",3.5
Venomous Skeleton,Drowning in Circles Review,"Black Metal, Blackened Death Metal, Death Metal, Doom Metal, Technical Death Metal",3.5
Traveler,Termination Shock Review,"Heavy Metal, NWOBHM, Speed Metal",3.5
Cirith Ungol,Forever Black Review,"Doom Metal, Heavy Metal",3.5
Ripped to Shreds,亂 (Luan) Review,Death Metal,3.5
Shards of Humanity,Cold Logic Review,Death Metal,3.5
Wayward Dawn,Haven of Lies Review,Death Metal,3.5
At the Altar of the Horned God,Through Doors of Moonlight Review,"Black Metal, Folk Metal",3.5
Khôra,Timaeus Review,"Blackened Death Metal, Progressive Metal",3.5
Symbolik,Emergence Review,"Symphonic Metal, Technical Death Metal",3.5
Myth of I,Myth of I Review,Progressive Metal,3.5
Live Burial,Unending Futility Review,Death Metal,3.5
Lord Vigo,Danse De Noir Review,"Doom Metal, Heavy Metal",3.5
Pure Reason Revolution,Eupnea Review,Progressive Rock,3.5
Skam,Sounds of a Disease Review,Death Metal,3.5
Grim Ravine,"It’s a Long Way Down, to Where You Are Review",Doom Metal,3.5
Graceless,Where Vultures Know Your Name Review,Death Metal,3.5
Wardaemonic,Acts of Repentance Review,"Black Metal, Blackened Death Metal",3.5
Amnutseba,Emanatism Review,"Black Metal, Melodic Death Metal",3.5
Lord Buffalo,Tohu Wa Bohu Review,"Folk, Not Metal",3.5
Sweven,The Eternal Resonance Review,"Death Metal, Progressive Metal",3.5
Fool’s Ghost,Dark Woven Light Review,,3.5
Soliloquium,Things We Leave Behind Review,"Doom Metal, Melodic Death Metal",3.5
White Stones,Kuarahy Review,"Death Metal, Progressive Metal",3.5
Viscera,Obsidian Review,Deathcore,3.5
Death the Leveller,II Review,Doom Metal,3.5
Spectral Lore and Mare Cognitum,Wanderers: Astrology of the Nine Review,"Atmospheric Black Metal, Black Metal",3.5
Vulcano,Eye in Hell Review,"Death Metal, Thrash Metal",3.5
Ambush,Infidel Review,Heavy Metal,3.5
Stonus,Aphasia Review,"Doom Metal, Stoner Metal, Stoner Rock",3.5
Dark Fortress,Spectres from the Old World Review,,3.5
Psychonaut,Unfold the God Man Review,Post-Metal,3.5
Mimorium,Blood of Qayin Review,Black Metal,3.5
Fluisteraars,Bloem Review,Atmospheric Black Metal,3.5
The Night Flight Orchestra,Aeromantic Review,Hard Rock,3.5
RED\\SHIFT,Grow.Decay.Transform. Review,"Metalcore, Sludge",3.5
Today is the Day,No Good to Anyone Review,"Grind, Noise, Sludge",3.5
Zifir,Demoniac Ethics Review,Black Metal,3.5
Slaughter Messiah,Cursed to the Pyre Review,Thrash Metal,3.5
Hex A.D.,Astro Tongue in the Electric Garden Review,"Doom Metal, Progressive Metal",3.5
Deliverance,Holocaust 26:1-46 Review,"Black Metal, Sludge Metal",3.5
Kause 4 Konflikt,Fornication Under Control of King Review,,3.5
Izthmi,The Arrows of Our Ways Review,"Black Metal, Post-Metal",3.5
Necrowretch,The Ones from Hell Review,"Blackened Death Metal, Death Metal",3.5
Psychotic Waltz,The God-Shaped Void Review,Progressive Metal,3.5
Frayle,1692 Review,"Doom Metal, Gothic Metal",3.5
Mitochondrial Sun,Mitochondrial Sun Review,"Electronic Metal, Electronica",3.5
Lorna Shore,Immortal Review,"Deathcore, Metalcore",3.5
Dead Kosmonaut,Gravitas Review,"Heavy Metal, Progressive Metal",3.5
Serpent Noir,Death Clan OD Review,Black Metal,3.5
Sepultura,Quadra Review,"Heavy Metal, Thrash Metal",3.5
Ironflame,Blood Red Victory Review,Heavy Metal,3.5
Crowhurst and Gavin Bryars,Incoherent American Narrative Review,"Ambient, Noise Metal",3.5
Leeched,To Dull the Blades of Your Abuse Review,"Hardcore, Industrial Metal",3.5
Bütcher,666 Goats Carry My Chariot Review,"Black Metal, Speed Metal",3.5
Deathwhite,Grave Image Review,"Doom Metal, Gothic Metal, Post-Metal",3.5
Jordablod,The Cabinet of Numinous Song Review,Black Metal,3.5
Sometimes We Make Music,Trail of The Fallen Review,Symphonic Metal,3.5
Thoughts Factory,Elements Review,"Progressive Metal, Progressive Rock",3.5
Ironsword,Servants of Steel Review,"Epic Metal, Heavy Metal",3.5
Midnight,Rebirth by Blasphemy Review,"Black Metal, Speed Metal, Thrash Metal",3.5
Vananidr,Damnation Review,Black Metal,3.5
Blessed Black,Beyond the Crimson Throne Review and Album Premiere,"Doom Metal, Epic Metal, Stoner Metal",3.5
Porta Nigra,Schöpfungswut Review,"Black Metal, Melodic Black Metal",3.5
Wormhole,The Weakest Among Us Review,"Slam, Technical Death Metal",3.5
Verthebral,Abysmal Decay Review,Death Metal,3.5
Catatonic Effigy,Putrid Tendency Review,"Death Metal, Drone, Experimental Metal, Noise, Post-Metal",3.5
Halphas,The Infernal Path into Oblivion Review,Black Metal,3.5
The River,Vessels into White Tides Review,"Doom Metal, Gothic Metal",3.5
Voltumna,Ciclope Review,"Black Metal, Blackened Death Metal, Death Metal",3.5
Perihelion,Agg Review,"Black Metal, Post-Metal",3.5
Hellsodomy,Morbid Cult Review,"Black Metal, Death Metal, Thrash Metal",3.5
Timeworn,Leave the Soul for Now Review,"Post-Metal, Progressive Metal, Sludge Metal",3.5
Horrizon,World of Pain Review,Melodic Death Metal,3.5
Reveal,Scissorgod Review,"Black Metal, Death Metal",3.5
Adrian Benegas,The Revenant Review,,3.5
Stormwarrior,Norsemen Review,"Power Metal, Speed Metal",3.5
Lord Mantis,Universal Death Church Review,"Black Metal, Noise, Sludge",3.5
Bednja,Doline Su Ostale Iza Nas Review,"Black Metal, Hardcore, Post-Metal",3.5
Bull Elephant,Bull Elephant Review,"Death Metal, Doom Metal, Progressive Metal, Sludge Metal, Thrash Metal",3.5
Remains,Chaos & Light Review,Death Metal,3.5
Blame Zeus,Seethe Review,"Alternative Metal, Hard Rock, Heavy Metal",3.5
Quayde LaHüe,Love out of Darkness Review,"Hard Rock, Heavy Metal",3.5
Warsenal,Feast Your Eyes Review,"Speed Metal, Thrash Metal",3.5
Via Vengeance,Diestractions from the Truth Review,"Doom Metal, Sludge Metal",3.5
Constellatia,The Language of Limbs Review,"Atmospheric Black Metal, Post-Metal",3.5
Hanging Garden,Into That Good Night Review,Doom Metal,3.5
Woodhawk,Violent Nature Review,Stoner Rock,3.5
We Lost the Sea,Triumph & Disaster Review,"Instrumental Metal, Post-Metal, Progressive Metal",3.5
Noveria,Aequilibrium Review,"Power Metal, Progressive Metal",3.5
The Night Watch,An Embarrassment of Riches Review,"Folk Metal, Progressive Metal",3.5
Midnight Odyssey,Biolume Part I: In Tartarean Chains Review,"Ambient Metal, Atmospheric Black Metal, Black Metal, Doom Metal",3.5
Sarke,Gastwerso Review,"Black Metal, Thrash Metal",3.5
Cleric,Serpent Psalms Review,"Death Metal, Doom Metal, Grind",3.5
Drifting in Silence,Away Review,"Ambient, Drone",3.5
Vinsta,Drei Deita Review,"Melodic Death Metal, Progressive Metal",3.5
Byzanthian Neckbeard,Minaton Review,"Death Doom, Death Metal, Doom Metal, Sludge",3.5
The Lone Madman,Let the Night Come Review,Doom Metal,3.5
Karyn Crisis’ Gospel of the Witches,Covenant Review,"Ambient Metal, Sludge",3.5
Alcest,Spiritual Instinct Review,"Atmospheric Black Metal, Black Metal, Post-Metal, Shoegaze",3.5
Crepuscle,Heavenly Skies Review,Melodic Death Metal,3.5
Ray Alder,What the Water Wants Review,"Hard Rock, Progressive Metal, Progressive Rock",3.5
Coffin Rot,A Monument to the Dead Review,Death Metal,3.5
Messora,The Door Review,"Groove Metal, Melodic Death Metal, Metalcore, Progressive Rock",3.5
Dysrhythmia,Terminal Threshold Review,"Instrumental Metal, Progressive Metal",3.5
Algebra,Pulse? Review,Thrash Metal,3.5
Lacuna Coil,Black Anima Review,Gothic Metal,3.5
Mortiferum,Disgorged from Psychotic Depths Review,"Death Metal, Doom Metal",3.5
The Neptune Power Federation,Memoirs of a Rat Queen Review,Hard Rock,3.5
Slutvomit,Copulation of Cloven Hooves Review,"Black Metal, Death Metal, Thrash Metal",3.5
Singularity,Place of Chains Review,"Death Metal, Symphonic Metal, Technical Death Metal",3.5
65daysofstatic,"replicr, 2019 Review","Ambient, Electronic, Non-metal Metal Things",3.5
Gatecreeper,Deserted Review,Death Metal,3.5
Esogenesi,Esogenesi Review,"Death Doom, Death Metal, Doom Metal, Funeral Doom",3.5
Insomnium,Heart Like a Grave Review,Melodic Death Metal,3.5
Netherbird,Into the Vast Uncharted Review,"Black Metal, Melodic Black Metal",3.5
In Mourning,Garden of Storms Review,"Doom Metal, Melodic Death Metal, Progressive Metal",3.5
Exhumed,Horror Review,"Death Metal, Grind",3.5
Obsidian Tongue,Volume III Review,"Atmospheric Black Metal, Black Metal",3.5
Eclipser,Pathos Review,"Black Metal, Blackened Death Metal",3.5
Borknagar,True North Review,"Black Metal, Folk Metal, Viking Metal",3.5
Sempiternal Dusk,Cenotaph of Defectuous Creation Review,Death Metal,3.5
Kadavar,For the Dead Travel Fast Review,Occult Rock,3.5
Arctos,Beyond the Grasp of Mortal Hands Review,Atmospheric Black Metal,3.5
Urn,Iron Will of Power Review,"Black Metal, Thrash Metal",3.5
Blood Red Throne,Fit to Kill Review,Death Metal,3.5
BAEST,Venenum Review,Death Metal,3.5
Geistaz’ika,Trolddomssejd I Skovens Dybe Kedel Review,"Black Metal, Folk Metal",3.5
Black Cilice,Transfixion of Spirits Review,Black Metal,3.5
Synteleia,Ending of the Unknown Path Review,Black Metal,3.5
Northern Genocide,Genesis vol. 666 Review,"Industrial Metal, Melodic Death Metal",3.5
Witch Vomit,Buried Deep in a Bottomless Grave Review,Death Metal,3.5
Essence of Datum,Spellcrying Machine Review,"Instrumental Metal, Melodic Death Metal",3.5
Alcoholocaust,Necro Apocalipse Bestial Review,"Black Metal, Thrash Metal",3.5
Meth.,Mother of Red Light Review,"Mathcore, Noise",3.5
Polemicist,Zarathustrian Impressions Review,"Black Metal, Death Metal",3.5
Wizard Rifle,Wizard Rifle Review,"Psychedelic Rock, Sludge",3.5
Elvenking,Reader of the Runes – Divination Review,"Folk Metal, Power Metal",3.5
Pa Vesh En,Pyrefication Review,Black Metal,3.5
The Black Wizards,Reflections Review,"Psychedelic Rock, Stoner Rock",3.5
Dead Feathers,All Is Lost Review,Psychedelic Rock,3.5
Reign in Blood,Missa Pro Defunctis Review,"Black Metal, Thrash Metal",3.5
Lord Gore,Scalpels for Blind Surgeons Review,Death Metal,3.5
Horseburner,The Thief Review,"Doom Metal, Progressive Metal, Sludge Metal",3.5
Grima,Will of the Primordial Review,"Atmospheric Black Metal, Black Metal",3.5
Russian Circles,Blood Year Review,"Ambient Metal, Instrumental Metal, Post-Metal",3.5
